'1번째 선수
센스(489) = "550"
컨트롤(489) = "550"

'490번째 선수
이름(490) = "노영훈"
랭크(490) = "Normal"
OYear(490) = "<09>"
Team(490) = "화승"
종족(490) = "3"
공격력(490) = "600"
견제(490) = "500"
전략(490) = "550"
물량(490) = "650"
수비력(490) = "550"
정찰(490) = "500"
센스(490) = "400"
컨트롤(490) = "450"

'491번째 선수
이름(491) = "박준오"
랭크(491) = "Normal"
OYear(491) = "<09>"
Team(491) = "화승"
종족(491) = "2"
공격력(491) = "750"
견제(491) = "650"
전략(491) = "500"
물량(491) = "600"
수비력(491) = "500"
정찰(491) = "650"
센스(491) = "500"
컨트롤(491) = "700"

'492번째 선수
이름(492) = "방태수"
랭크(492) = "Normal"
OYear(492) = "<09>"
Team(492) = "화승"
종족(492) = "2"
공격력(492) = "550"
견제(492) = "450"
전략(492) = "450"
물량(492) = "450"
수비력(492) = "400"
정찰(492) = "400"
센스(492) = "400"
컨트롤(492) = "500"

'493번째 선수
이름(493) = "손주흥"
랭크(493) = "Normal"
OYear(493) = "<09>"
Team(493) = "화승"
종족(493) = "1"
공격력(493) = "600"
견제(493) = "600"
전략(493) = "650"
물량(493) = "650"
수비력(493) = "700"
정찰(493) = "600"
센스(493) = "550"
컨트롤(493) = "700"

'494번째 선수
이름(494) = "손찬웅"
랭크(494) = "Normal"
OYear(494) = "<09>"
Team(494) = "화승"
종족(494) = "3"
공격력(494) = "650"
견제(494) = "850"
전략(494) = "650"
물량(494) = "650"
수비력(494) = "500"
정찰(494) = "550"
센스(494) = "650"
컨트롤(494) = "700"

'495번째 선수
이름(495) = "이제동"
랭크(495) = "Legend"
OYear(495) = "<09>"
Team(495) = "화승"
종족(495) = "2"
공격력(495) = "900"
견제(495) = "900"
전략(495) = "700"
물량(495) = "750"
수비력(495) = "750"
정찰(495) = "700"
센스(495) = "900"
컨트롤(495) = "900"

'496번째 선수
이름(496) = "이학주"
랭크(496) = "Normal"
OYear(496) = "<09>"
Team(496) = "화승"
종족(496) = "1"
공격력(496) = "650"
견제(496) = "600"
전략(496) = "500"
물량(496) = "600"
수비력(496) = "650"
정찰(496) = "600"
센스(496) = "550"
컨트롤(496) = "600"

'497번째 선수
이름(497) = "임원기"
랭크(497) = "Normal"
OYear(497) = "<09>"
Team(497) = "화승"
종족(497) = "3"
공격력(497) = "600"
견제(497) = "600"
전략(497) = "650"
물량(497) = "600"
수비력(497) = "450"
정찰(497) = "650"
센스(497) = "500"
컨트롤(497) = "600"

'498번째 선수
이름(498) = "권수현"
랭크(498) = "Normal"
OYear(498) = "<09>"
Team(498) = "CJ"
종족(498) = "2"
공격력(498) = "550"
견제(498) = "550"
전략(498) = "500"
물량(498) = "550"
수비력(498) = "650"
정찰(498) = "550"
센스(498) = "550"
컨트롤(498) = "550"

'499번째 선수
이름(499) = "김민호"
랭크(499) = "Normal"
OYear(499) = "<09>"
Team(499) = "CJ"
종족(499) = "2"
공격력(499) = "650"
견제(499) = "600"
전략(499) = "450"
물량(499) = "600"
수비력(499) = "450"
정찰(499) = "450"
센스(499) = "550"
컨트롤(499) = "600"

'500번째 선수
이름(500) = "김정우"
랭크(500) = "Elite"
OYear(500) = "<09>"
Team(500) = "CJ"
종족(500) = "2"
공격력(500) = "850"
견제(500) = "750"
전략(500) = "600"
물량(500) = "850"
수비력(500) = "850"
정찰(500) = "800"
센스(500) = "750"
컨트롤(500) = "750"

'501번째 선수
이름(501) = "변형태"
랭크(501) = "Normal"
OYear(501) = "<09>"
Team(501) = "CJ"
종족(501) = "1"
공격력(501) = "800"
견제(501) = "700"
전략(501) = "600"
물량(501) = "700"
수비력(501) = "550"
정찰(501) = "600"
센스(501) = "650"
컨트롤(501) = "600"

'502번째 선수
이름(502) = "손재범"
랭크(502) = "Normal"
OYear(502) = "<09>"
Team(502) = "CJ"
종족(502) = "3"
공격력(502) = "600"
견제(502) = "600"
전략(502) = "500"
물량(502) = "650"
수비력(502) = "600"
정찰(502) = "500"
센스(502) = "600"
컨트롤(502) = "450"

'503번째 선수
이름(503) = "신동원"
랭크(503) = "Special"
OYear(503) = "<09>"
Team(503) = "CJ"
종족(503) = "2"
공격력(503) = "750"
견제(503) = "550"
전략(503) = "550"
물량(503) = "850"
수비력(503) = "700"
정찰(503) = "600"
센스(503) = "500"
컨트롤(503) = "700"

'504번째 선수
이름(504) = "이재훈"
랭크(504) = "Normal"
OYear(504) = "<09>"
Team(504) = "CJ"
종족(504) = "3"
공격력(504) = "650"
견제(504) = "550"
전략(504) = "500"
물량(504) = "650"
수비력(504) = "500"
정찰(504) = "500"
센스(504) = "450"
컨트롤(504) = "650"

'505번째 선수
이름(505) = "이주영"
랭크(505) = "Normal"
OYear(505) = "<09>"
Team(505) = "CJ"
종족(505) = "2"
공격력(505) = "650"
견제(505) = "600"
전략(505) = "650"
물량(505) = "700"
수비력(505) = "550"
정찰(505) = "550"
센스(505) = "700"
컨트롤(505) = "700"

'506번째 선수
이름(506) = "장윤철"
랭크(506) = "Normal"
OYear(506) = "<09>"
Team(506) = "CJ"
종족(506) = "3"
공격력(506) = "600"
견제(506) = "650"
전략(506) = "600"
물량(506) = "600"
수비력(506) = "550"
정찰(506) = "500"
센스(506) = "500"
컨트롤(506) = "500"

'507번째 선수
이름(507) = "조병세"
랭크(507) = "Special"
OYear(507) = "<09>"
Team(507) = "CJ"
종족(507) = "1"
공격력(507) = "850"
견제(507) = "700"
전략(507) = "600"
물량(507) = "700"
수비력(507) = "600"
정찰(507) = "600"
센스(507) = "700"
컨트롤(507) = "650"

'508번째 선수
이름(508) = "진영화"
랭크(508) = "Rare"
OYear(508) = "<09>"
Team(508) = "CJ"
종족(508) = "3"
공격력(508) = "700"
견제(508) = "700"
전략(508) = "700"
물량(508) = "750"
수비력(508) = "800"
정찰(508) = "600"
센스(508) = "700"
컨트롤(508) = "650"

'509번째 선수
이름(509) = "김상욱"
랭크(509) = "Normal"
OYear(509) = "<09>"
Team(509) = "하이트"
종족(509) = "2"
공격력(509) = "550"
견제(509) = "650"
전략(509) = "550"
물량(509) = "750"
수비력(509) = "650"
정찰(509) = "600"
센스(509) = "600"
컨트롤(509) = "550"

'510번째 선수
이름(510) = "김학수"
랭크(510) = "Normal"
OYear(510) = "<09>"
Team(510) = "하이트"
종족(510) = "3"
공격력(510) = "650"
견제(510) = "500"
전략(510) = "600"
물량(510) = "600"
수비력(510) = "500"
정찰(510) = "500"
센스(510) = "500"
컨트롤(510) = "500"

'511번째 선수
이름(511) = "신상문"
랭크(511) = "Rare"
OYear(511) = "<09>"
Team(511) = "하이트"
종족(511) = "1"
공격력(511) = "750"
견제(511) = "750"
전략(511) = "700"
물량(511) = "700"
수비력(511) = "650"
정찰(511) = "650"
센스(511) = "800"
컨트롤(511) = "750"

'512번째 선수
이름(512) = "안준영"
랭크(512) = "Normal"
OYear(512) = "<09>"
Team(512) = "하이트"
종족(512) = "2"
공격력(512) = "500"
견제(512) = "500"
전략(512) = "500"
물량(512) = "600"
수비력(512) = "500"
정찰(512) = "500"
센스(512) = "450"
컨트롤(512) = "600"

'513번째 선수
이름(513) = "이경민"
랭크(513) = "Normal"
OYear(513) = "<09>"
Team(513) = "하이트"
종족(513) = "3"
공격력(513) = "650"
견제(513) = "600"
전략(513) = "800"
물량(513) = "650"
수비력(513) = "550"
정찰(513) = "600"
센스(513) = "600"
컨트롤(513) = "600"

'514번째 선수
이름(514) = "김도우"
랭크(514) = "Normal"
OYear(514) = "<09>"
Team(514) = "eSTRO"
종족(514) = "1"
공격력(514) = "550"
견제(514) = "500"
전략(514) = "500"
물량(514) = "550"
수비력(514) = "600"
정찰(514) = "450"
센스(514) = "400"
컨트롤(514) = "500"

'515번째 선수
이름(515) = "김성대"
랭크(515) = "Normal"
OYear(515) = "<09>"
Team(515) = "eSTRO"
종족(515) = "2"
공격력(515) = "600"
견제(515) = "650"
전략(515) = "450"
물량(515) = "650"
수비력(515) = "600"
정찰(515) = "600"
센스(515) = "500"
컨트롤(515) = "550"

'516번째 선수
이름(516) = "박상우"
랭크(516) = "Special"
OYear(516) = "<09>"
Team(516) = "eSTRO"
종족(516) = "1"
공격력(516) = "600"
견제(516) = "550"
전략(516) = "600"
물량(516) = "800"
수비력(516) = "750"
정찰(516) = "700"
센스(516) = "700"
컨트롤(516) = "600"

'517번째 선수
이름(517) = "서기수"
랭크(517) = "Normal"
OYear(517) = "<09>"
Team(517) = "eSTRO"
종족(517) = "3"
공격력(517) = "650"
견제(517) = "550"
전략(517) = "650"
물량(517) = "700"
수비력(517) = "550"
정찰(517) = "550"
센스(517) = "550"
컨트롤(517) = "550"

'518번째 선수
이름(518) = "신대근"
랭크(518) = "Normal"
OYear(518) = "<09>"
Team(518) = "eSTRO"
종족(518) = "2"
공격력(518) = "650"
견제(518) = "600"
전략(518) = "700"
물량(518) = "650"
수비력(518) = "650"
정찰(518) = "650"
센스(518) = "650"
컨트롤(518) = "650"

'519번째 선수
이름(519) = "신상호"
랭크(519) = "Normal"
OYear(519) = "<09>"
Team(519) = "eSTRO"
종족(519) = "3"
공격력(519) = "800"
견제(519) = "650"
전략(519) = "650"
물량(519) = "700"
수비력(519) = "600"
정찰(519) = "550"
센스(519) = "650"
컨트롤(519) = "600"

'520번째 선수
이름(520) = "신재욱"
랭크(520) = "Normal"
OYear(520) = "<09>"
Team(520) = "eSTRO"
종족(520) = "3"
공격력(520) = "550"
견제(520) = "600"
전략(520) = "600"
물량(520) = "700"
수비력(520) = "750"
정찰(520) = "650"
센스(520) = "550"
컨트롤(520) = "650"

'521번째 선수
이름(521) = "안수형"
랭크(521) = "Normal"
OYear(521) = "<09>"
Team(521) = "eSTRO"
종족(521) = "3"
공격력(521) = "600"
견제(521) = "450"
전략(521) = "450"
물량(521) = "600"
수비력(521) = "450"
정찰(521) = "450"
센스(521) = "450"
컨트롤(521) = "450"

'522번째 선수
이름(522) = "정명호"
랭크(522) = "Normal"
OYear(522) = "<09>"
Team(522) = "eSTRO"
종족(522) = "2"
공격력(522) = "650"
견제(522) = "600"
전략(522) = "500"
물량(522) = "600"
수비력(522) = "550"
정찰(522) = "500"
센스(522) = "550"
컨트롤(522) = "600"

'523번째 선수
이름(523) = "최지성"
랭크(523) = "Normal"
OYear(523) = "<09>"
Team(523) = "eSTRO"
종족(523) = "1"
공격력(523) = "650"
견제(523) = "550"
전략(523) = "550"
물량(523) = "550"
수비력(523) = "500"
정찰(523) = "450"
센스(523) = "450"
컨트롤(523) = "600"

'524번째 선수
이름(524) = "민찬기"
랭크(524) = "Normal"
OYear(524) = "<09>"
Team(524) = "공군"
종족(524) = "1"
공격력(524) = "700"
견제(524) = "700"
전략(524) = "600"
물량(524) = "600"
수비력(524) = "550"
정찰(524) = "550"
센스(524) = "550"
컨트롤(524) = "700"

'525번째 선수
이름(525) = "박영민"
랭크(525) = "Normal"
OYear(525) = "<09>"
Team(525) = "공군"
종족(525) = "3"
공격력(525) = "650"
견제(525) = "600"
전략(525) = "700"
물량(525) = "750"
수비력(525) = "600"
정찰(525) = "650"
센스(525) = "550"
컨트롤(525) = "650"

'526번째 선수
이름(526) = "박정석"
랭크(526) = "Normal"
OYear(526) = "<09>"
Team(526) = "공군"
종족(526) = "3"
공격력(526) = "700"
견제(526) = "600"
전략(526) = "600"
물량(526) = "650"
수비력(526) = "450"
정찰(526) = "550"
센스(526) = "500"
컨트롤(526) = "700"

'527번째 선수
이름(527) = "박태민"
랭크(527) = "Normal"
OYear(527) = "<09>"
Team(527) = "공군"
종족(527) = "2"
공격력(527) = "550"
견제(527) = "550"
전략(527) = "550"
물량(527) = "700"
수비력(527) = "650"
정찰(527) = "650"
센스(527) = "600"
컨트롤(527) = "650"

'528번째 선수
이름(528) = "오영종"
랭크(528) = "Normal"
OYear(528) = "<09>"
Team(528) = "공군"
종족(528) = "3"
공격력(528) = "650"
견제(528) = "700"
전략(528) = "600"
물량(528) = "750"
수비력(528) = "650"
정찰(528) = "550"
센스(528) = "600"
컨트롤(528) = "650"

'529번째 선수
이름(529) = "차재욱"
랭크(529) = "Normal"
OYear(529) = "<09>"
Team(529) = "공군"
종족(529) = "1"
공격력(529) = "550"
견제(529) = "450"
전략(529) = "500"
물량(529) = "500"
수비력(529) = "600"
정찰(529) = "550"
센스(529) = "550"
컨트롤(529) = "500"

'530번째 선수
이름(530) = "한동욱"
랭크(530) = "Normal"
OYear(530) = "<09>"
Team(530) = "공군"
종족(530) = "1"
공격력(530) = "750"
견제(530) = "700"
전략(530) = "600"
물량(530) = "550"
수비력(530) = "400"
정찰(530) = "450"
센스(530) = "550"
컨트롤(530) = "750"

'531번째 선수
이름(531) = "홍진호"
랭크(531) = "Normal"
OYear(531) = "<09>"
Team(531) = "공군"
종족(531) = "2"
공격력(531) = "800"
견제(531) = "700"
전략(531) = "700"
물량(531) = "450"
수비력(531) = "450"
정찰(531) = "450"
센스(531) = "550"
컨트롤(531) = "600"

'532번째 선수
이름(532) = "박성균"
랭크(532) = "Normal"
OYear(532) = "<09>"
Team(532) = "위메이드"
종족(532) = "1"
공격력(532) = "650"
견제(532) = "650"
전략(532) = "600"
물량(532) = "700"
수비력(532) = "650"
정찰(532) = "700"
센스(532) = "650"
컨트롤(532) = "600"

'533번째 선수
이름(533) = "박세정"
랭크(533) = "Normal"
OYear(533) = "<09>"
Team(533) = "위메이드"
종족(533) = "3"
공격력(533) = "600"
견제(533) = "650"
전략(533) = "650"
물량(533) = "700"
수비력(533) = "750"
정찰(533) = "550"
센스(533) = "600"
컨트롤(533) = "600"

'534번째 선수
이름(534) = "신노열"
랭크(534) = "Normal"
OYear(534) = "<09>"
Team(534) = "위메이드"
종족(534) = "2"
공격력(534) = "650"
견제(534) = "700"
전략(534) = "500"
물량(534) = "600"
수비력(534) = "650"
정찰(534) = "650"
센스(534) = "550"
컨트롤(534) = "700"

'535번째 선수
이름(535) = "안기효"
랭크(535) = "Normal"
OYear(535) = "<09>"
Team(535) = "위메이드"
종족(535) = "3"
공격력(535) = "600"
견제(535) = "600"
전략(535) = "600"
물량(535) = "650"
수비력(535) = "550"
정찰(535) = "550"
센스(535) = "550"
컨트롤(535) = "600"

'536번째 선수
이름(536) = "이영한"
랭크(536) = "Normal"
OYear(536) = "<09>"
Team(536) = "위메이드"
종족(536) = "2"
공격력(536) = "800"
견제(536) = "700"
전략(536) = "600"
물량(536) = "650"
수비력(536) = "500"
정찰(536) = "550"
센스(536) = "550"
컨트롤(536) = "700"

'537번째 선수
이름(537) = "이영호1"
랭크(537) = "Normal"
OYear(537) = "<09>"
Team(537) = "위메이드"
종족(537) = "3"
공격력(537) = "650"
견제(537) = "550"
전략(537) = "600"
물량(537) = "600"
수비력(537) = "500"
정찰(537) = "500"
센스(537) = "600"
컨트롤(537) = "600"

'538번째 선수
이름(538) = "전상욱"
랭크(538) = "Special"
OYear(538) = "<09>"
Team(538) = "위메이드"
종족(538) = "1"
공격력(538) = "800"
견제(538) = "600"
전략(538) = "600"
물량(538) = "800"
수비력(538) = "750"
정찰(538) = "600"
센스(538) = "600"
컨트롤(538) = "550"

'539번째 선수
이름(539) = "전태양"
랭크(539) = "Normal"
OYear(539) = "<09>"
Team(539) = "위메이드"
종족(539) = "1"
공격력(539) = "550"
견제(539) = "550"
전략(539) = "550"
물량(539) = "700"
수비력(539) = "750"
정찰(539) = "600"
센스(539) = "600"
컨트롤(539) = "600"

'540번째 선수
이름(540) = "임요환"
랭크(540) = "Champion"
OYear(540) = "<01>"
Team(540) = "IS"
종족(540) = "1"
공격력(540) = "950"
견제(540) = "850"
전략(540) = "850"
물량(540) = "800"
수비력(540) = "800"
정찰(540) = "850"
센스(540) = "850"
컨트롤(540) = "1050"

'541번째 선수
이름(541) = "임요환"
랭크(541) = "Rare"
OYear(541) = "<02>"
Team(541) = "IS"
종족(541) = "1"
공격력(541) = "800"
견제(541) = "800"
전략(541) = "750"
물량(541) = "600"
수비력(541) = "750"
정찰(541) = "600"
센스(541) = "700"
컨트롤(541) = "800"

'542번째 선수
이름(542) = "임요환"
랭크(542) = "Rare"
OYear(542) = "<04>"
Team(542) = "4U"
종족(542) = "1"
공격력(542) = "800"
견제(542) = "800"
전략(542) = "750"
물량(542) = "450"
수비력(542) = "600"
정찰(542) = "550"
센스(542) = "800"
컨트롤(542) = "850"

'543번째 선수
이름(543) = "임요환"
랭크(543) = "Unique"
OYear(543) = "<05>"
Team(543) = "SK"
종족(543) = "1"
공격력(543) = "800"
견제(543) = "700"
전략(543) = "800"
물량(543) = "750"
수비력(543) = "700"
정찰(543) = "650"
센스(543) = "800"
컨트롤(543) = "800"

'544번째 선수
이름(544) = "홍진호"
랭크(544) = "Secret"
OYear(544) = "<01>"
Team(544) = "IS"
종족(544) = "2"
공격력(544) = "900"
견제(544) = "800"
전략(544) = "750"
물량(544) = "900"
수비력(544) = "800"
정찰(544) = "750"
센스(544) = "800"
컨트롤(544) = "900"

'545번째 선수
이름(545) = "홍진호"
랭크(545) = "Unique"
OYear(545) = "<02>"
Team(545) = "IS"
종족(545) = "2"
공격력(545) = "800"
견제(545) = "750"
전략(545) = "650"
물량(545) = "750"
수비력(545) = "750"
정찰(545) = "800"
센스(545) = "750"
컨트롤(545) = "750"

'546번째 선수
이름(546) = "홍진호"
랭크(546) = "Unique"
OYear(546) = "<03>"
Team(546) = "KTF"
종족(546) = "2"
공격력(546) = "900"
견제(546) = "750"
전략(546) = "550"
물량(546) = "800"
수비력(546) = "800"
정찰(546) = "550"
센스(546) = "750"
컨트롤(546) = "900"

'547번째 선수
이름(547) = "이윤열"
랭크(547) = "Secret"
OYear(547) = "<02>"
Team(547) = "IS"
종족(547) = "1"
공격력(547) = "850"
견제(547) = "750"
전략(547) = "750"
물량(547) = "850"
수비력(547) = "900"
정찰(547) = "700"
센스(547) = "900"
컨트롤(547) = "900"

'548번째 선수
이름(548) = "이윤열"
랭크(548) = "Rare"
OYear(548) = "<03>"
Team(548) = "KTF"
종족(548) = "1"
공격력(548) = "750"
견제(548) = "650"
전략(548) = "600"
물량(548) = "750"
수비력(548) = "850"
정찰(548) = "600"
센스(548) = "650"
컨트롤(548) = "750"

'549번째 선수
이름(549) = "이윤열"
랭크(549) = "Elite"
OYear(549) = "<04>"
Team(549) = "Toona"
종족(549) = "1"
공격력(549) = "800"
견제(549) = "650"
전략(549) = "650"
물량(549) = "900"
수비력(549) = "900"
정찰(549) = "650"
센스(549) = "900"
컨트롤(549) = "800"

'550번째 선수
이름(550) = "이윤열"
랭크(550) = "Unique"
OYear(550) = "<06>"
Team(550) = "Pantech"
종족(550) = "1"
공격력(550) = "800"
견제(550) = "700"
전략(550) = "750"
물량(550) = "800"
수비력(550) = "700"
정찰(550) = "650"
센스(550) = "800"
컨트롤(550) = "800"

'551번째 선수
이름(551) = "마재윤"
랭크(551) = "Unique"
OYear(551) = "<05>"
Team(551) = "GO"
종족(551) = "2"
공격력(551) = "850"
견제(551) = "650"
전략(551) = "700"
물량(551) = "850"
수비력(551) = "850"
정찰(551) = "600"
센스(551) = "650"
컨트롤(551) = "850"

'552번째 선수
이름(552) = "마재윤"
